Compound;Name;Gene Name;AOP;AOP Name;Event;Event Name;Event Class;AC50;logAC50;Intended Target Family
Endosulfan I; TOX21_SSH_3T3_GLI3_Antagonist;GLI3;-;;-;;;46.3;1.67;DNA binding
Endosulfan I; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;46.7;1.67;cell cycle
Endosulfan I; TOX21_AR_LUC_MDAKB2_Antagonist;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;46.9;1.67;nuclear receptor
Endosulfan I; CEETOX_H295R_TESTO_dn;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;47.1;1.67;steroid hormone
Endosulfan I; TOX21_RT_HEPG2_GLO_24hr_ctrl_viability;-;-;;-;;;47.2;1.67;cell cycle
Endosulfan I; TOX21_p53_BLA_p2_viability;-;-;;-;;;47.3;1.67;cell cycle
Endosulfan I; TOX21_ESRE_BLA_viability;-;-;;-;;;47.6;1.68;cell cycle
Endosulfan I; CEETOX_H295R_OHPROG_dn;PGR;-;;-;;;48.1;1.68;steroid hormone
Endosulfan I; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;50.4;1.70;cell cycle
Endosulfan I; CEETOX_H295R_11DCORT_dn;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;50.5;1.70;steroid hormone
Endosulfan I; CEETOX_H295R_CORTISOL_dn;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;50.5;1.70;steroid hormone
Endosulfan I; TOX21_RT_HEPG2_GLO_08hr_ctrl_viability;-;-;;-;;;50.9;1.71;cell cycle
Endosulfan I; TOX21_RT_HEPG2_FLO_32hr_ctrl_viability;-;-;;-;;;50.9;1.71;cell cycle
Endosulfan I; TOX21_AR_LUC_MDAKB2_Antagonist_Specificity_viability;-;-;;-;;;51.4;1.71;cell cycle
Endosulfan I; TOX21_DT40_657;-;-;;-;;;51.7;1.71;cell cycle
Endosulfan I; OT_AR_ARSRC1_0960;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;51.8;1.71;nuclear receptor
Endosulfan I; TOX21_RAR_LUC_Antagonist;RARA;-;;-;;;51.8;1.71;nuclear receptor
Endosulfan I; TOX21_ERb_BLA_Antagonist_ratio;ESR2;-;;-;;;57.2;1.76;nuclear receptor
Endosulfan I; TOX21_PGC_ERR_Antagonist;ESRRA;-;;-;;;57.3;1.76;nuclear receptor
Endosulfan I; TOX21_RAR_LUC_Agonist_viability;-;-;;-;;;59.4;1.77;cell cycle
Endosulfan I; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;59.7;1.78;cell cycle
Endosulfan I; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;60.1;1.78;cell cycle
Endosulfan I; TOX21_Aromatase_Inhibition;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;60.6;1.78;cyp
2,2',4,4'-Tetrabromodiphenyl ether;TOX21_AR_LUC_MDAKB2_Antagonist;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;9.70;0.987;nuclear receptor
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_ERa_LUC_BG1_Agonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;18.1;1.26;nuclear receptor
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_MMP_ratio_down;-;-;;-;;;23.8;1.38;cell morphology
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;28.5;1.45;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;31.2;1.49;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_PPARd_BLA_Agonist_viability;-;-;;-;;;31.6;1.50;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;32.2;1.51;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_VDR_BLA_Agonist_viability;-;-;;-;;;33.0;1.52;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_FXR_BLA_antagonist_ratio;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;33.8;1.53;nuclear receptor
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;33.9;1.53;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_CAR_Agonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;34.3;1.54;nuclear receptor
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RT_HEK293_GLO_32hr_viability;-;-;;-;;;34.6;1.54;cell cycle
2,2',4,4'-Tetrabromodiphenyl ether; TOX21_RT_HEK293_GLO_40hr_viability;-;-;;-;;;35.9;1.55;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether;TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;7.74;0.889;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;10.2;1.01;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_MMP_ratio_down;-;-;;-;;;12.8;1.11;cell morphology
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;21.5;1.33;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_AR_LUC_MDAKB2_Antagonist;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;24.4;1.39;nuclear receptor
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;31.1;1.49;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;31.2;1.49;cell cycle
2,2',4,4',5-Pentabromodiphenyl ether; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;31.7;1.50;cell cycle
1-Chloronaphthalene;TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;37.7;1.58;cell cycle
